f1,p,r
0.9191539288,0.9263654351,0.9126685858
0.8502075672,0.8575901389,0.8433151245
0.9725561142,0.9748778939,0.9703926444
0.8873108625,0.8950182796,0.8802555203
0.8552430272,0.8658858538,0.8453922272
0.8921564221,0.9012433887,0.8841825724
0.88295573,0.8938289881,0.8731309772
0.9673756361,0.9709533453,0.9641415477
0.9051308036,0.912475884,0.8983767629
0.8513140082,0.8648590446,0.8393721581
0.9164456129,0.9207860827,0.9124704003
0.9180734754,0.9249610901,0.912004292
0.900467515,0.9056431055,0.8956616521
0.9637508392,0.9677259922,0.9601572752
0.7257249951,0.738866508,0.7138257027
0.8294435143,0.8458506465,0.8156272173
0.8813188076,0.8895611167,0.8738725185
0.7917431593,0.8020786047,0.7830337286
0.8661234975,0.8838120699,0.8508710861
0.9203998446,0.9301012158,0.9118186831
0.8492254615,0.8565105796,0.8423976302
0.8266209364,0.8415864706,0.8130232096
0.9269376397,0.9319990873,0.9221849442
0.9111558199,0.9190267324,0.904106319
0.8576084971,0.8653337955,0.8503311872
0.9377940893,0.9433937073,0.9326204062
0.80261904,0.8165230751,0.79036659
0.8834995627,0.8937325478,0.8743374944
0.7537267804,0.7623178959,0.7465783954
0.8759930134,0.8852851391,0.8675900698
0.8728277087,0.8834756017,0.8634725213
0.9617168903,0.9689366221,0.9555354118
0.8522698283,0.8557391763,0.8490612507
0.8819554448,0.8880112767,0.8765028119
0.901288569,0.907463789,0.8955706954
0.9262066483,0.9307208061,0.9220209122
0.9184264541,0.9233547449,0.9139190912
0.8905031681,0.901232481,0.8807792664
0.848267138,0.860475719,0.8376440406
0.8681019545,0.877751708,0.8595525026
0.9338946939,0.9383063912,0.9298368692
0.9245315194,0.9313987494,0.9182806611
0.8548284173,0.8637337685,0.8468003273
0.8754279017,0.8881753087,0.8641263247
0.8799612522,0.8879485726,0.872612834
0.8332999349,0.8421860337,0.8249425888
0.8918468952,0.8971089125,0.8873101473
0.7558867931,0.7737163305,0.7394851446
0.9769040346,0.9771009684,0.9767097235
0.9151933789,0.9196245074,0.911090076
0.8939430118,0.9043197632,0.8845120668
0.9391896725,0.945892632,0.9330229163
0.8778985739,0.8883639574,0.8686603904
0.9279372096,0.9321866632,0.9239969254
0.9672000408,0.9686323404,0.9658110142
0.9019008279,0.9103268385,0.8944333196
0.9244920611,0.9301819801,0.9191599488
0.9187119007,0.9227962494,0.9152024388
0.8090782762,0.8289778829,0.7915348411
0.8980093002,0.9030825496,0.893435657
0.8329632282,0.8518926501,0.8169295788
0.9083410501,0.9177410007,0.9000173211
0.9061569571,0.9140888453,0.8989575505
0.8281321526,0.840508461,0.8168206811
0.8317290545,0.8350700736,0.8289558291
0.9190505147,0.922439456,0.9159834385
0.7502342463,0.760084331,0.7424485683
0.8347558975,0.8421112299,0.8279181719
0.7471741438,0.7536277771,0.7420702577
0.9008918405,0.9046551585,0.8974280953
0.9162167311,0.9223659039,0.9105667472
0.8437268734,0.8582744002,0.830786705
0.8830329776,0.8947296143,0.8725298047
0.9098451734,0.9147930741,0.9055010676
0.9184955359,0.9242833257,0.9131435156
0.899800837,0.9038032889,0.8961100578
0.8966149092,0.9071046114,0.8872070313
0.7009176612,0.7164002657,0.6874160171
0.8764331937,0.8868685365,0.8669238091
0.8784794807,0.887734592,0.8700073361
0.8654586673,0.8751941323,0.8564724326
0.9155973792,0.9195617437,0.9118772745
0.9311514497,0.9404702783,0.9227019548
0.9144697189,0.9229665399,0.9069564939
0.8867813945,0.8948552012,0.8794538975
0.853277266,0.8682743311,0.839761436
0.9447599053,0.951480031,0.9385415316
0.898827672,0.9063686728,0.8920221329
0.8410840034,0.8571103215,0.8270859122
0.8780487776,0.882489562,0.8739557266
0.9137698412,0.9204354286,0.9076368809
0.8111507893,0.8308078051,0.7941320539
0.8113619685,0.8252240419,0.7986783981
0.7653102875,0.7848001719,0.7475402951
0.8620980978,0.8688678741,0.8558844328
0.8289353251,0.8439466357,0.8156117797
0.7740103602,0.775105834,0.7735561132
0.8467121124,0.8535852432,0.8403468132
0.9199850559,0.9303233624,0.9112428427
0.9480627179,0.9506542087,0.9456109405
0.9195694327,0.9268846512,0.912971437
0.893119812,0.9020599723,0.8850935102
0.8141967058,0.8282194138,0.8013628721
0.8493888378,0.8708680272,0.831048131
0.8643628359,0.8755783439,0.8540430069
0.8881715536,0.8950796127,0.8819037676
0.9481006265,0.9511708617,0.9452920556
0.8374016285,0.8475445509,0.8280854821
0.7775350809,0.7940155268,0.7626922727
0.8986430168,0.907494843,0.89057827
0.8803960681,0.8890252113,0.8723185658
0.8550243974,0.8706837296,0.8412373066
0.891035378,0.8978193402,0.884824574
0.8988437653,0.9057146311,0.8926913142
0.8638141155,0.876666069,0.8518682122
0.9415765405,0.9469183683,0.9367825985
0.9261059761,0.925532937,0.9267172217
0.8648226857,0.8769512773,0.8538223505
0.8566695452,0.8718962669,0.8434431553
0.9206991792,0.9258839488,0.9159286618
0.8597772121,0.872048378,0.8487916589
0.857002914,0.8606014252,0.8538417816
0.872477591,0.8855896592,0.8608199954
0.9023822546,0.9091097713,0.8963582516
0.8673336506,0.8811461329,0.8548783064
0.8398190141,0.8583137393,0.8234653473
0.9241044521,0.9339958429,0.9156054854
0.8801711202,0.8910942078,0.8703083396
0.851976037,0.8673118353,0.8382294774
0.8785951138,0.8927901983,0.8666520119
0.9191467762,0.9217594266,0.9165870547
0.9294276834,0.9358435869,0.9237556458
0.8974063993,0.9072858095,0.8886615038
0.8279082775,0.837754488,0.8186368346
0.8595548868,0.8652361631,0.8542531729
0.7887713313,0.8152419329,0.7655506134
0.8999878168,0.9065626264,0.8938814402
0.8836280107,0.895309329,0.8734267354
0.8838946819,0.8875012994,0.8807185292
0.8901911378,0.8997466564,0.881603241
0.8108097911,0.8242760897,0.7986431718
0.905115664,0.9088639021,0.9017579556
0.9086853266,0.9162796736,0.9019626379
0.8751531839,0.8895309567,0.8622114062
0.9518502951,0.9557099342,0.9482879639
0.9466879368,0.9475767612,0.945817709
0.9015720487,0.908595264,0.8953148723
0.8911367655,0.9003435969,0.8827153444
0.8948033452,0.9027386308,0.8875951767
0.8682003021,0.8770799041,0.860178709
0.9209328294,0.9275265336,0.9148557782
0.8393887281,0.8587063551,0.8229907751
0.9106708169,0.916505456,0.9054605365
0.8951591849,0.905046165,0.8863530755
0.914568007,0.9205490947,0.9091271758
0.7114859223,0.7236332297,0.7014514804
0.8980774283,0.9052813053,0.8915379047
0.930267334,0.9310383797,0.9295031428
0.8801664114,0.8903170824,0.8709976077
0.8441404104,0.8537238836,0.8355891109
0.9096366167,0.9199562073,0.900444448
0.9103525877,0.9184351563,0.9030615687
0.8322108984,0.8375684619,0.827198565
0.8804917336,0.8971931338,0.8660498261
0.7139723897,0.7224625349,0.7081026435
0.8896855712,0.9020356536,0.8788914084
0.8187152743,0.8396057487,0.800213635
0.9129129052,0.9159648418,0.9105229974
0.9533330202,0.954536438,0.9521677494
0.9302742481,0.9412073493,0.9207593203
0.6425758004,0.6632943749,0.625510931
0.8427459002,0.8503016233,0.8356761932
0.9016414285,0.9064666033,0.897376895
0.9081943035,0.9178447723,0.8999351263
0.8042330742,0.8096662164,0.7998542786
0.9020683765,0.9150072932,0.8904601336
0.9999999404,0.9999999404,0.9999999404
0.9294099212,0.9346073866,0.9246687889
0.8236402869,0.8306116462,0.8172386289
0.8768660426,0.8976070881,0.8598219156
0.8317894936,0.8474649787,0.8180971742
0.8889906406,0.8914583921,0.8866460919
0.921253264,0.9277032018,0.9153737426
0.8325941563,0.8421170712,0.8237490654
0.9178206921,0.9246858358,0.9116513729
0.882668674,0.8962830305,0.870284915
0.9002248645,0.9097073078,0.8919472098
0.8447650671,0.8562350869,0.8343320489
0.8428304791,0.8558588624,0.8312057853
0.8606281281,0.8754182458,0.8475986123
0.8241531253,0.839360714,0.8104521036
0.9488582611,0.9525141716,0.9453918338
0.9031797051,0.9073635936,0.8992670774
0.9361413717,0.9425933957,0.9304641485
0.9037145376,0.9112220407,0.8969006538
0.7110958099,0.7168262005,0.7069025636
0.6790764928,0.6871452332,0.6729813814
0.8684097528,0.8797519803,0.8581867814
0.7529809475,0.7597808838,0.7472515106
0.8729919195,0.8837181926,0.8635585904
0.8781228662,0.892796874,0.8652381301
0.867682457,0.8774057031,0.8590707183
0.7916530967,0.8040933609,0.7803648114
0.9555621743,0.9555621743,0.9555621743
0.8420960307,0.8487066031,0.8359618187
0.7264108658,0.7309927344,0.7235212922
0.9053584337,0.9092527628,0.9016140103
0.891602397,0.897313714,0.8862839937
0.895534873,0.9033830762,0.8886050582
0.8436719775,0.8555138707,0.8336222768
0.8584574461,0.8728457689,0.845861733
0.867229104,0.873439312,0.8613297939
0.8802061081,0.8897596002,0.8715204
0.8982445002,0.9055327773,0.891577661
0.8927362561,0.9048810005,0.8823899031
0.8857253194,0.895101428,0.8771485686
0.906288445,0.9138612151,0.8997858167
0.9508433938,0.9534850717,0.9484066963
0.8537244201,0.8685580492,0.8404237628
0.9117062092,0.9170275331,0.906865418
0.8704832196,0.87703228,0.8643802404
0.9072242379,0.912558198,0.9025236368
0.8948286772,0.9060159922,0.8847997189
0.8953202963,0.904897511,0.8866096735
0.8102170825,0.8303850293,0.7928108573
0.9062886238,0.9143407345,0.8992763162
0.8034774661,0.8219916224,0.7872911692
0.8937474489,0.8990725279,0.8889191747
0.8770025373,0.8917706013,0.8640626073
0.9156615734,0.9229767323,0.9089292288
0.8829616904,0.900098145,0.8686931729
0.8291963935,0.84443295,0.8155620694
0.6752099395,0.6904403567,0.6615868807
0.929436028,0.9324697852,0.9266380668
0.8382543921,0.8481092453,0.8292638063
0.7795504928,0.7820708156,0.7789997458
0.9401118159,0.9435116649,0.9369991422
0.8484354019,0.8617779016,0.8363918662
0.9025504589,0.9076714516,0.8981738091
0.9441453815,0.9560029507,0.9343779683
0.688881278,0.6916478872,0.6876969934
0.8595067859,0.8789461255,0.8426265717
0.9116163254,0.920068562,0.9042798877
0.8963648081,0.902852416,0.8903817534
0.9079871774,0.9100925326,0.9059408903
0.8918671012,0.9005697966,0.8838976622
0.9616139531,0.9653471112,0.9581760764
0.8634262085,0.8778507113,0.8513196707
0.9180135727,0.9239501357,0.9125323296
0.9229645133,0.9257484674,0.9203521609
0.9192554951,0.9230020046,0.915807724
0.916261673,0.9236083031,0.9096932411
0.8734186888,0.8837187886,0.8642093539
0.9077053666,0.9137181044,0.9020715356
0.9391167164,0.9449082017,0.9339606762
0.8479838371,0.857478559,0.8392289877
0.9467273951,0.9509412646,0.9427671432
0.6700332165,0.6790783405,0.6638807654
0.8749808073,0.8849897385,0.8657757044
0.8815276027,0.8909299374,0.8731091619
0.870988071,0.8808380365,0.8619719744
0.9396975636,0.9443930387,0.9353227615
0.8498606682,0.863085568,0.8378310204
0.9157298803,0.9228838682,0.9092384577
0.8757642508,0.8851478696,0.8672018051
0.9121873379,0.9175217152,0.907266736
0.88646698,0.89525491,0.8786696792
0.8290989399,0.8381031752,0.8208927512
0.874743402,0.8913651109,0.8599849343
0.8932053447,0.9050244093,0.8829119802
0.7981485128,0.8145965338,0.7832147479
0.8839669228,0.8916689754,0.87696141
0.9117469788,0.9160211682,0.9079760313
0.9262493253,0.9313502908,0.9216069579
0.8932615519,0.8999969959,0.8871622682
0.879445076,0.8889325261,0.8709255457
0.9014641643,0.9098725319,0.8938381672
0.905600369,0.9139389992,0.8982141018
0.8410724401,0.8581983447,0.8261900544
0.8940566778,0.9039618373,0.885628283
0.8927329183,0.895111084,0.8904857635
0.95497787,0.9560984373,0.9538826346
0.8583664894,0.8656051755,0.8516239524
0.8375964165,0.8509806991,0.8252485394
0.7856016755,0.809703052,0.7648003697
0.9090902805,0.9181957841,0.9011380672
0.9145354033,0.9206015468,0.9090039134
0.8937499523,0.9022940993,0.8863107562
0.7586745024,0.7631123066,0.7558883429
0.8931033015,0.9051482677,0.8826894164
0.8862823248,0.8993791938,0.8748977184
0.9106624722,0.9181059003,0.9042808414
0.8326335549,0.8415237069,0.8245800734
0.8698853254,0.883356452,0.8576790094
0.8854691982,0.891463995,0.8798890114
0.8691676855,0.876609087,0.8625589013
0.9094971418,0.9208580852,0.8996209502
0.8452133536,0.8557311296,0.8357362151
0.8923871517,0.9009307623,0.8844223022
0.8663347363,0.8797115684,0.8547536731
0.8935444951,0.9014267921,0.886277318
0.7640670538,0.7888299227,0.742621541
0.9288741946,0.9365684986,0.922547698
0.8848906755,0.8941649795,0.876368463
0.9055641294,0.9149137139,0.8971999884
0.875767231,0.8892008662,0.8644318581
0.8934813142,0.9009011984,0.8868543506
0.8529782891,0.8611833453,0.8453570008
0.929494977,0.9357814193,0.9237881899
0.9342442751,0.9381507635,0.9306050539
0.9654358029,0.9667135477,0.9642060995
0.9086838365,0.9187850952,0.9000278711
0.8707357049,0.8827605844,0.8598566055
0.9208410978,0.9243823886,0.9176613688
0.7551218867,0.7524702549,0.7597734928
0.8247429729,0.8336745501,0.8165003657
0.8601484299,0.8728294373,0.8488554358
0.8397619128,0.8486799598,0.8315810561
0.9231520891,0.928063333,0.9188982844
0.885992229,0.8937247396,0.8790998459
0.9206582904,0.927637279,0.9145866036
0.8190194368,0.8250175714,0.8137033582
0.8777459264,0.8848907351,0.8714486957
0.8759435415,0.8841871023,0.868535161
0.9348013401,0.9384528399,0.9314385056
0.7167605758,0.7278037071,0.7072062492
0.8629287481,0.8786569238,0.8492201567
0.9111617208,0.9173900485,0.9055126905
0.885622561,0.8929663897,0.8790212274
0.8631959558,0.8722315431,0.8556134105
0.8939522505,0.8957930207,0.8924706578
0.8779626489,0.8867809176,0.8703150153
0.8948316574,0.9047163725,0.8863610029
0.8898298144,0.9026142955,0.8790976405
0.9047711492,0.9162629843,0.8946512341
0.9135492444,0.9186645746,0.9088140726
0.9088990688,0.9160625935,0.9022846222
0.6695401073,0.6791565418,0.662540555
0.763756752,0.7732232213,0.7564432621
0.9092363119,0.9162653089,0.9028838277
0.8838723302,0.8906042576,0.8776538372
0.8892385364,0.9027037024,0.8774830103
0.8012728095,0.8167731762,0.7877626419
0.874507606,0.8854133487,0.8647842407
0.9142267108,0.919860363,0.9091674685
0.8320582509,0.8455303311,0.8200594783
0.8625519276,0.872142911,0.853787303
0.9674569368,0.970058322,0.9649941325
0.8907883167,0.9036429524,0.8798229694
0.7348998785,0.7410020828,0.7297856212
0.842759192,0.8599954247,0.8276159167
0.901602149,0.9080446959,0.8956807852
0.8311152458,0.8388359547,0.8238400221
0.8907815218,0.9008253813,0.8816977143
0.8525464535,0.8658252954,0.8408537507
0.8441602588,0.8520590663,0.8368164301
0.9167547226,0.9231045842,0.9109250903
0.9341341853,0.9403399229,0.9289879203
0.9461278915,0.9535354972,0.9401762486
0.8521153331,0.8652329445,0.8405512571
0.9131487012,0.916218102,0.9102654457
0.9462534785,0.9497939348,0.9429923296
0.8999016881,0.9063466191,0.8938683867
0.9252559543,0.9300230145,0.9208173156
0.9233552814,0.9325013757,0.9157959223
0.8174702525,0.8247936964,0.8112958074
0.9297559857,0.940020144,0.9206556678
0.8664901257,0.8785272241,0.855730772
0.9013541341,0.9120810628,0.8918548226
0.847021997,0.8643472195,0.831825912
0.8986682892,0.9111530781,0.8874615431
0.8806604147,0.8913437724,0.8711218834
0.7575455904,0.761757493,0.7545717359
0.8782467842,0.8905763626,0.8673673272
0.8540282249,0.8721449971,0.8385338783
0.9204204679,0.9252994061,0.9161308408
0.7011820078,0.7093594074,0.6950309873
0.8249992728,0.8406543732,0.8108865619
0.9258267879,0.9284918308,0.9232472181
0.8553646207,0.8696700335,0.8424962759
0.7778199315,0.7913314104,0.7671257854
0.8232207298,0.8375185132,0.8105847239
0.8110307455,0.8262262344,0.7972150445
0.8904922009,0.9000346661,0.8823728561
0.6723459363,0.6807432771,0.6662937403
0.8814405799,0.8909282088,0.872854054
0.8707569838,0.8813523054,0.8613181114
0.9182706475,0.9256658554,0.9116476178
0.8093569875,0.8157288432,0.8040847778
0.9014341831,0.9063953161,0.8969097137
0.8600524068,0.8725941777,0.8485497832
0.8930623531,0.9035255313,0.8837556839
0.8416765928,0.8510077,0.8328444958
0.9083487988,0.9175877571,0.9004434943
0.8893872499,0.8991095424,0.8805889487
0.9344351888,0.9392309189,0.9300358295
0.9337869287,0.9380630255,0.9299497604
0.848682642,0.8610653281,0.8371813893
0.859002769,0.8711853027,0.8478152156
0.6508703828,0.671097219,0.6343803406
0.8853907585,0.8945307136,0.877139926
0.8014566302,0.8177232146,0.7868253589
0.7858682275,0.8017296791,0.7718144059
0.8507176042,0.8628513813,0.8404625654
0.9090574384,0.9136164784,0.9048523307
0.8472326398,0.8578086495,0.8375577331
0.871781826,0.8801856041,0.8640686274
0.9080944657,0.9172967672,0.9001184106
0.9324026704,0.9421285987,0.9241115451
0.810891211,0.8160695434,0.80655092
0.9474080801,0.9514511824,0.9436820745
0.8979378939,0.9029694796,0.8933198452
0.8921263218,0.9018880129,0.8834574223
0.9481492639,0.9517710805,0.944783628
0.9007279277,0.9031570554,0.8983868957
0.9131013155,0.9232207537,0.9041099548
0.923175931,0.9298063517,0.9171544313
0.688280046,0.6949630976,0.6835198998
0.8894332647,0.894675076,0.8846079111
0.8248137832,0.8402414918,0.8107134104
0.7588824034,0.7816728354,0.738415122
0.7482014298,0.7607635856,0.7371434569
0.8698812723,0.8789241314,0.8615118861
0.8352311254,0.8536713123,0.8194538951
0.8881132007,0.8970470428,0.8800600767
0.6830091476,0.6927154064,0.6763630509
0.8349230886,0.8493120074,0.8223466873
0.88108325,0.8890246153,0.873728931
0.9429006577,0.9464066625,0.9396662712
0.8832064271,0.8952383399,0.8722974658
0.9999998808,0.9999998808,0.9999998808
0.9350252151,0.9422776103,0.9283881783
0.886811316,0.8982474208,0.8766063452
0.8694935441,0.8799003959,0.8605129719
0.8787179589,0.8875703812,0.8707330823
0.8698065877,0.8813208938,0.8595868349
0.9048300982,0.9124317169,0.8979058862
0.943049252,0.9480293393,0.9385570288
0.675735116,0.6879634261,0.6658450365
0.7835572958,0.7884395123,0.7801447511
0.9114117026,0.9189822674,0.9044603109
0.8518487811,0.8509837985,0.8527348638
0.911041379,0.9184154868,0.9042135477
0.940633297,0.943159163,0.9382523298
0.9029930234,0.9061638713,0.8999967575
0.836206913,0.851087451,0.8229221702
0.9003583193,0.9062616229,0.8951931
0.7841614485,0.7858310938,0.7835235
0.6970668435,0.7069394588,0.6895506978
0.8111455441,0.8116315603,0.8115228415
0.8711521029,0.8787592649,0.8642322421
0.8343489766,0.8433094025,0.8260672688
0.8229132891,0.8341957927,0.8126071692
0.9079833627,0.9184476137,0.8986298442
0.8708028793,0.877364099,0.8647021055
0.8810703754,0.8897443414,0.8731749058
0.7807853818,0.7899514437,0.7729507089
0.9019035697,0.911703527,0.8930305243
0.9032546878,0.9094666839,0.8974878192
0.8152492642,0.8276987672,0.803796351
0.9464247823,0.9536614418,0.9400092959
0.8761137128,0.8832021952,0.8697164655
0.8179231882,0.8271836042,0.809347868
0.9067670107,0.9133139253,0.9008166194
0.8725175858,0.8842014074,0.8618440628
0.7042315602,0.722866118,0.6881215572
0.8270210624,0.843542397,0.8126894236
0.8320592642,0.8423663378,0.8234331608
0.8953598738,0.905349791,0.8864302635
0.912216723,0.9173217416,0.9074107409
0.8840270042,0.893933773,0.8753834963
0.9349584579,0.9414450526,0.9291255474
0.8852379322,0.8907974362,0.8805604577
0.8973848224,0.9039455056,0.8912875056
0.855897367,0.8723156452,0.8414459229
0.8754696846,0.8886551261,0.8639907241
0.9452249408,0.9478037953,0.94283849
0.7801613808,0.7988032699,0.7636290193
0.8198990822,0.8293072581,0.8117723465
0.8433465958,0.8539962173,0.8334168196
0.911190033,0.9188063145,0.9043517709
0.8784457445,0.8842276335,0.8731124997
0.7609559298,0.7785241604,0.7456432581
0.8667904139,0.8769950867,0.8575228453
0.8291738629,0.8406761289,0.8184886575
0.7163597345,0.7252577543,0.7094884515
0.8376808763,0.8453319073,0.8313883543
0.8853197694,0.8928061128,0.878497541
0.8991981745,0.9084584117,0.8907265067
0.8534039855,0.8737818003,0.8364376426
0.8097419143,0.8206795454,0.7997455001
0.9355812073,0.9373044968,0.9339857697
0.827393353,0.8393751383,0.8166816235
0.874673605,0.8869091272,0.8644854426
0.7026509047,0.7170520425,0.6919952035
0.8835755587,0.8898917437,0.8777430654
0.9299665689,0.933714211,0.9266213775
0.8482536077,0.8614946604,0.8364951611
0.9296377897,0.9350327253,0.9247345328
0.8838290572,0.8947731853,0.8740389943
0.7502654195,0.7687029243,0.7349809408
0.8975321651,0.9064882994,0.8895941377
0.8845456839,0.8949830532,0.875161767
0.9067406058,0.9134194851,0.9006419778
0.907112658,0.9127961397,0.9016457796
0.6482285857,0.6544861197,0.6456242204
0.9187281728,0.9225803018,0.9151641726
0.9453319311,0.9505786896,0.940531373
0.8937111497,0.9011856318,0.8867589831
0.714497149,0.7238991857,0.7073053718
0.8366270661,0.8514735103,0.8237566948
0.8636056185,0.8782622218,0.8506459594
0.8946483731,0.9014000893,0.8883564472
0.7345001698,0.7416296005,0.7284317613
0.899727881,0.9056841731,0.8942187428
0.7989451885,0.81337744,0.7857976556
0.7989503145,0.8288302422,0.7736929655
0.9192039967,0.930065155,0.9096587896
0.8136869073,0.8230673671,0.8058186769
0.9345495105,0.9377906322,0.9314376712
0.8518607616,0.8693649769,0.8370131254
0.909414053,0.9189642072,0.900746882
0.9432041645,0.9465488195,0.9400395751
0.88745749,0.8915075064,0.8836948872
0.9407760501,0.9460231066,0.9360129237
0.914814949,0.9235457182,0.9070372581
0.9508165121,0.953872025,0.9480048418
0.9473493695,0.9498835206,0.9452225566
0.8996329904,0.9060204029,0.8937470913
0.8532844782,0.865609169,0.8420337439
0.8839626908,0.8915577531,0.8768219948
0.9393933415,0.9444025159,0.9347361922
0.8365438581,0.8478444815,0.8262771368
0.8918300867,0.899821341,0.8848118186
0.7739928365,0.7778968811,0.7722046971
0.9263446331,0.9292937517,0.9235575199
0.8557401299,0.8727321625,0.840697825
0.7784665823,0.795050621,0.763877511
0.9416867495,0.9419549108,0.9414203167
0.8670145273,0.8775752187,0.8574300408
0.8723638654,0.8856568933,0.8607313633
0.8939555287,0.9027454853,0.8862635493
0.9067583084,0.915606916,0.8990232944
0.9088913202,0.9164920449,0.9019159675
0.825324297,0.8424255848,0.8103597164
0.8884962797,0.8948168755,0.882676363
0.9046400785,0.9122262597,0.8977541327
0.881819427,0.8856053352,0.8781158328
0.8253235221,0.8419702053,0.8107352853
0.8303538561,0.8430405855,0.8187363148
0.8244517446,0.8350166678,0.8159986138
0.9133966565,0.9183459282,0.9088461995
0.8494172096,0.8624881506,0.837608695
0.9215372801,0.9249180555,0.9184309244
0.9233623147,0.9251134992,0.9217557907
0.879851222,0.8840430379,0.8764472604
0.8827934265,0.8914378881,0.8751935959
0.8721475005,0.8823647499,0.8627950549
0.9047588706,0.9209892154,0.8915410042
0.9044713378,0.9092680812,0.9002439976
0.9253836274,0.9341732264,0.9173398614
0.8788823485,0.8890042305,0.8697241545
0.8917485476,0.9012332559,0.883272469
0.9300267696,0.9344181418,0.925906837
0.8250259757,0.826186955,0.8247323036
0.8524622321,0.8711454868,0.835899055
0.8887358308,0.8931129575,0.8846466541
0.9001425505,0.9058471918,0.895162046
0.864648819,0.8716480732,0.8581476808
0.9131177068,0.9211368561,0.9059225917
0.8493810892,0.8603957891,0.8393688798
0.863068819,0.8723537922,0.854773283
0.9148852825,0.9248847961,0.9059749842
0.8196296692,0.8359712958,0.8050971627
0.9051567912,0.9113566279,0.8994761109
0.9041862488,0.909452498,0.8994421363
0.707164824,0.7154935002,0.7005856633
0.8193249702,0.8489533663,0.794660449
0.9290957451,0.9323611259,0.9261544347
0.8594470024,0.8715456128,0.8488630652
0.9301937222,0.9358661771,0.9250978827
0.9546966553,0.9574948549,0.9521634579
0.8485997319,0.860265851,0.8377646208
0.8681662083,0.8786147237,0.8586819172
0.8375731111,0.8509607911,0.8253571391
0.8466315866,0.8614789248,0.8334761262
0.9385962486,0.9448838234,0.9328370094
0.9053774476,0.913549602,0.898091197
0.8748843074,0.8795469403,0.8705323935
0.7580206394,0.7633004189,0.7536044121
0.8780781627,0.8894098401,0.8682430387
0.9082915783,0.9130725861,0.9037408829
0.8161695004,0.831667304,0.8022934198
0.9086851478,0.9141783714,0.9036279321
0.9135655165,0.9199465513,0.9077751637
0.9372320175,0.9426355958,0.9323655367
0.8786736727,0.8848848343,0.8730003238
0.8810210824,0.8964648843,0.8678395152
0.9579603076,0.9603515863,0.9557605982
0.8937241435,0.9050487876,0.883890152
0.9003030062,0.9085109234,0.8929839134
0.8776138425,0.8902846575,0.8665023446
0.9089936614,0.9149042368,0.9035995007
0.8768512607,0.8854178786,0.869341433
0.9166261554,0.9209504128,0.9126679897
0.8005050421,0.8042297363,0.7978146672
0.8118159771,0.8227316737,0.8017655611
0.8896704912,0.8998504281,0.8807149529
0.9278743863,0.934466064,0.921957016
0.8942176104,0.9068402052,0.8833010793
0.9004066586,0.9096752405,0.8924504519
0.8702200651,0.8768436313,0.8642113805
0.739068985,0.746073842,0.7339457273
0.8935768008,0.8974763751,0.8899071217
0.8953968287,0.9044661522,0.8872548938
0.8580798507,0.8664787412,0.8504498005
0.9358924627,0.9445059299,0.9280122519
0.8983607292,0.9059879184,0.8914256096
0.7681420445,0.8027235866,0.7398247719
0.939180553,0.9451388121,0.9339536428
0.7344575524,0.7457985282,0.7250720263
0.8666270971,0.8767228723,0.8577322364
0.9174490571,0.9241279364,0.911421299
0.941557169,0.947283566,0.9363564849
0.9510322809,0.9590858221,0.9441580772
0.690776825,0.6978356242,0.6857275367
0.8219101429,0.8406682611,0.8051447272
0.8124879003,0.8199572563,0.8060463667
0.8760662079,0.8860387206,0.866872251
0.7702664733,0.7757127285,0.7663445473
0.8570508361,0.8703840375,0.8449856639
0.7966558337,0.8162018657,0.7791947126
0.87361902,0.8826367259,0.8654817939
0.9065463543,0.9154177308,0.8985717893
0.907807529,0.9179397821,0.899065733
0.6416528225,0.6581724286,0.6283339262
0.8778573871,0.892344892,0.8652320504
0.8692981601,0.8743555546,0.864481926
0.8993008733,0.9100397825,0.8898334503
0.8590078354,0.8747854233,0.8450715542
0.8466656804,0.8527594209,0.8409563899
0.8954799771,0.9043440819,0.8876570463
0.9016313553,0.9124860168,0.8921987414
0.9437282681,0.9464889169,0.9411988854
0.8443462253,0.8584092259,0.8316490054
0.8678984642,0.8797214031,0.8572032452
0.8567574024,0.8672983646,0.8469903469
0.8858479261,0.8911330104,0.8808842301
0.9136904478,0.9233555198,0.9050664902
0.8803164959,0.8851791024,0.8757268786
0.8920565248,0.9045559168,0.8810977936
0.8468164802,0.8551072478,0.8391023874
0.7726231217,0.7931287885,0.7545300126
0.8828295469,0.8822832108,0.8835401535
0.9266592264,0.9311062098,0.9225965738
0.907363534,0.9115942717,0.90360111
0.7940263152,0.8166750073,0.7738827467
0.9680210948,0.9680113196,0.9680308104
0.6544923186,0.6542083621,0.6559141278
0.8917466998,0.8969860077,0.8869377375
0.8776730895,0.8887060285,0.8678779602
0.8959548473,0.9068494439,0.8863072991
0.8550002575,0.8682601452,0.8428322673
0.8552010059,0.8662170768,0.8452966809
0.8109996319,0.8214936256,0.8011541367
0.867977798,0.8825921416,0.855391562
0.6196675897,0.6335527897,0.6087492108
0.7749083042,0.7941812277,0.7578644753
0.8560524583,0.8705338836,0.8433583379
0.9240457416,0.9271666408,0.9212841988
0.8781202435,0.8876649141,0.869641304
0.9192388654,0.9245193005,0.9143879414
0.8435791135,0.849362731,0.8382252455
0.8480145335,0.8585899472,0.8382828236
0.8807835579,0.8927778602,0.8701913953
0.8785445094,0.8882739544,0.869792819
0.9642612338,0.965655148,0.9629344344
