f1,precision,recall,
0.3849324286,0.3792022467,0.391461134,
0.4479988217,0.4409949481,0.4557759464,
0.4146835804,0.402387619,0.4288456738,
0.520911634,0.5162729025,0.5261170864,
0.4380001724,0.4258306324,0.4521717131,
0.5540706515,0.5426003933,0.5677341819,
0.4412268698,0.4349389672,0.4482563436,
0.5110090375,0.5073606968,0.5149316788,
0.5661703944,0.5537973046,0.5801374912,
0.5124130249,0.5088282824,0.5162862539,
0.5826255679,0.5762286782,0.5894562006,
0.5332462192,0.52924335,0.5379393697,
0.5488325357,0.5459080935,0.5523597598,
0.428111434,0.4221777916,0.4353195727,
0.5650301576,0.5572584271,0.5735195279,
0.5391792655,0.5323808193,0.547026813,
0.4482592344,0.4418667853,0.4556641281,
0.6132445335,0.606099546,0.6211944222,
0.411297977,0.4083839357,0.4143566191,
0.5869290233,0.583882153,0.5906020999,
0.4445225894,0.4377199113,0.4527351856,
0.4602432251,0.4526135921,0.4690546095,
0.4590595067,0.4482728243,0.4715644717,
0.5538046956,0.547909677,0.5608676076,
0.5944288969,0.5847228169,0.6058149338,
0.5605695248,0.5479775667,0.5752696395,
0.4239474833,0.4145118296,0.4345762134,
0.604374826,0.6013478041,0.6075943708,
0.5004148483,0.4935514927,0.5079675317,
0.5694196224,0.5649445653,0.5744813085,
0.5467863679,0.537705183,0.5568700433,
0.528902173,0.5170452595,0.5425337553,
0.549025178,0.5369880795,0.5625720024,
0.4810342491,0.4760923982,0.4871368408,
0.4894675314,0.482948482,0.4968123734,
0.5087067485,0.5035500526,0.5144387484,
0.5041122437,0.4902592897,0.5203459859,
0.3581101,0.3490234017,0.3689425886,
0.5111918449,0.5056485534,0.5171278715,
0.4730069339,0.4669053853,0.4798697233,
0.6659930348,0.6568297148,0.6765766144,
0.5057971478,0.4879117906,0.5267074704,
0.5409301519,0.5326346159,0.5502318144,
0.4338536859,0.4284201264,0.439809233,
0.5614910126,0.5531716943,0.5704317689,
0.5508442521,0.5381329656,0.5655553341,
0.5324753523,0.5247283578,0.5409417748,
0.4627347887,0.4546727538,0.4721732736,
0.311635077,0.3047967553,0.3192016184,
0.5027105212,0.4939596653,0.5127512813,
0.5144520998,0.4985594451,0.5328840613,
0.6463218331,0.6295517683,0.6653378606,
0.3139218092,0.3065854013,0.3225789964,
0.5180822015,0.5115773678,0.5257393718,
0.7087078094,0.7017000914,0.7164484262,
0.4945234358,0.4848112464,0.5052915812,
0.6873709559,0.6799727082,0.6955323219,
0.6904603243,0.6838880181,0.6975425482,
0.4905953407,0.4802707136,0.5023030043,
0.7119385004,0.7106841803,0.713370502,
0.4169844687,0.4093221426,0.4255822003,
0.5463157296,0.5373010039,0.5569130778,
0.4811716378,0.4749358296,0.4880403578,
0.5695412755,0.5649193525,0.5752774477,
0.5613062382,0.555752039,0.5675834417,
0.5890299678,0.5795528293,0.5994868279,
0.4355798364,0.4288312495,0.4431857765,
0.4959467351,0.4861693382,0.5073425174,
0.4049306512,0.4006206095,0.4095957577,
0.5246502161,0.5177964568,0.5324955583,
0.4260918796,0.4126100242,0.4416055679,
0.4255408645,0.4186344147,0.4334222078,
0.278457284,0.2726306915,0.2851631343,
0.4133371115,0.4057562947,0.4219019413,
0.1115493625,0.1088066623,0.1146031171,
0.6299007535,0.6121826172,0.6500071287,
0.5099861026,0.4930050373,0.5298289657,
0.6782380939,0.6668688059,0.6914439797,
0.5095361471,0.4999765158,0.5205122232,
0.5214263201,0.5175071955,0.5255881548,
0.4943111837,0.4918134511,0.4969263375,
0.6062384844,0.599379003,0.6140378714,
0.5071201324,0.4971197844,0.5186309218,
0.5023197532,0.4922021925,0.5139988065,
0.4240390658,0.4175902903,0.431204468,
0.4161112309,0.404050678,0.4301135838,
0.4755841792,0.4725775123,0.4788965881,
0.5168699026,0.5058884025,0.5290980339,
0.4464069009,0.4413930178,0.4519128203,
0.4010267556,0.3898884654,0.4142208397,
0.5523774624,0.5447333455,0.5606738329,
0.4582253397,0.4503622055,0.4671613872,
0.4912137091,0.4869818687,0.4959487319,
0.3900355995,0.3823584318,0.3983055949,
0.5043408871,0.491320163,0.5196073055,
0.6282175779,0.6217007041,0.6363863945,
0.5141737461,0.5087275505,0.5203447938,
0.5072754025,0.4968004227,0.5192728639,
0.5391716957,0.526589036,0.554674089,
0.5584500432,0.5493193865,0.5694135427,
0.3970358074,0.3899921477,0.4053068757,
0.4932126999,0.4865808487,0.500683248,
0.473246187,0.4632250965,0.484479934,
0.5608507991,0.5553750396,0.5672501326,
0.4534162581,0.4432472587,0.4649067521,
0.5408888459,0.5317069292,0.5515354276,
0.6116039753,0.6019389033,0.6223281622,
0.477727145,0.4717248976,0.4845937788,
0.444514811,0.431869626,0.4591858089,
0.4664236903,0.4619373679,0.4713069201,
0.6591041088,0.6497705579,0.6695073843,
0.5017810464,0.4884544313,0.5176336765,
0.5229098797,0.5119472146,0.5350924134,
0.4348521233,0.4244071543,0.4470319748,
0.4471309185,0.4430541992,0.4516509473,
0.614084661,0.6067951918,0.6220424175,
0.4786655903,0.4719903767,0.4859939814,
0.5835376382,0.5740957856,0.5941176414,
0.3666082323,0.3599416018,0.3739475608,
0.510003984,0.4986079931,0.5233008265,
0.5438329577,0.537294805,0.551425159,
0.6266114116,0.610697031,0.6445800066,
0.5399644375,0.5240546465,0.5585967898,
0.484877944,0.4728353322,0.4987049103,
0.447175473,0.4381154478,0.4573870599,
0.7763997912,0.7680697441,0.7860290408,
0.5901044011,0.5806043148,0.6007255912,
0.4892245829,0.479216516,0.5009472966,
0.5703638792,0.5589700937,0.5832751393,
0.6034377813,0.6001015306,0.607132256,
0.3477663398,0.3364715576,0.3606221974,
0.6010311842,0.5961310863,0.606842339,
0.6132333279,0.5995483994,0.6289283037,
0.4896220267,0.4813056886,0.4989322722,
0.5670799613,0.5646649003,0.5696893334,
0.4763602614,0.4671211839,0.486770153,
0.5940883756,0.5778988004,0.6132268906,
0.5608270168,0.553388238,0.5692018867,
0.547388494,0.5442993045,0.550845623,
0.4476327896,0.4363344312,0.4604154825,
0.3567589223,0.348580122,0.3674592972,
0.3862986267,0.3771554232,0.3964887261,
0.6017659903,0.5979232192,0.6059672832,
0.5194677114,0.5082380772,0.5319010615,
0.5970823765,0.5902869701,0.6048918366,
0.75819242,0.7529260516,0.7650330663,
0.5811001658,0.5659779906,0.5988480449,
0.4224973023,0.4190172255,0.4264054596,
0.577490747,0.5713606477,0.5843874216,
0.5075597167,0.5041089058,0.5114148259,
0.5772272944,0.5731726885,0.5826639533,
0.5287019014,0.5212250948,0.537530303,
0.4835061431,0.481092155,0.4862884581,
0.5175443292,0.5139309168,0.5215537548,
0.4166837335,0.406634599,0.4275881052,
0.5072191954,0.4985175729,0.5177624226,
0.5176545978,0.509080708,0.5272011161,
0.5078437924,0.5043774843,0.5118797421,
0.444185853,0.4407197237,0.4482893348,
0.4966252744,0.4868271351,0.5080919266,
0.5332586169,0.5208339095,0.5477813482,
0.4957383275,0.4856255054,0.5079738498,
0.4414286315,0.4339647889,0.4504910707,
0.4417501688,0.4324255586,0.4532291293,
0.5153250694,0.4935930967,0.5401110649,
0.5821210146,0.5651709437,0.6020610929,
0.5287055969,0.5192942619,0.5391113758,
0.4132992625,0.4032684565,0.4253104329,
0.3125816286,0.3108780384,0.314376235,
0.5169603229,0.508095026,0.5271833539,
0.5316590071,0.5288842916,0.5345487595,
0.5036432147,0.4951945245,0.5129233003,
0.6518013477,0.6500222087,0.654884994,
0.52465868,0.516176343,0.5343139768,
0.5511953235,0.5424152017,0.5613580346,
0.6675799489,0.6614583135,0.6747776866,
0.5192247629,0.5093866587,0.5305863023,
0.500326097,0.498079896,0.502651155,
0.6039396524,0.5981144905,0.6103098989,
0.5151816607,0.5065695643,0.5254296064,
0.5306190848,0.5236829519,0.5386007428,
0.4976866543,0.4884904027,0.5080901384,
0.5443654656,0.5319074392,0.5587984324,
0.4541464448,0.4469188452,0.462521553,
0.4573741257,0.447901994,0.4682740271,
0.4615613818,0.4586156309,0.4646633267,
0.321911335,0.3177577257,0.3266406655,
0.5193665028,0.510370791,0.5297381282,
0.635879159,0.6187508106,0.6552265882,
0.470408231,0.462697804,0.4793235362,
0.6003900766,0.5905309916,0.6116653085,
0.4977232218,0.4896090329,0.5071341991,
0.4333054125,0.4236282706,0.4440720975,
0.4906254411,0.4807456732,0.5016064644,
0.4847930074,0.4792694449,0.4908328354,
0.5035957098,0.4933042228,0.5154283047,
0.549657166,0.5420768261,0.5580699444,
0.4101470709,0.3974152505,0.424659729,
0.5298622251,0.5222549438,0.5386891365,
0.5362967253,0.5337463617,0.5391981006,
0.4960814118,0.4857704043,0.5078030825,
0.5460352898,0.5418046117,0.5509272814,
0.3405376971,0.330191493,0.3522192836,
0.5841540694,0.565149188,0.605905652,
0.4090016484,0.4072262347,0.4109955728,
0.4468013346,0.4346995354,0.461696893,
0.411875993,0.4041194022,0.4208194613,
0.7425225973,0.7358013391,0.7512090802,
0.4156609774,0.4054497778,0.4274609089,
0.4465097487,0.430865407,0.465044409,
0.4475714266,0.4420283437,0.4538573623,
0.4497589469,0.4456507862,0.4542862475,
0.3345634937,0.3327588141,0.3366011083,
0.4501283169,0.4474527836,0.4531302452,
0.432561487,0.4253171384,0.440825671,
0.5859239697,0.5756292939,0.59729141,
0.695543468,0.6850963235,0.7073686123,
0.5157865286,0.5079053044,0.525160253,
0.5440671444,0.5336087346,0.555621624,
0.5127996802,0.5096180439,0.516944766,
0.4500099123,0.4414961636,0.4595704973,
0.6194005609,0.6077159643,0.6323214769,
0.5815576911,0.5646699071,0.6004390717,
0.4342369437,0.4305289388,0.4383228421,
0.4096330106,0.403529942,0.4162578583,
0.6527499557,0.650736928,0.6548256874,
0.442799598,0.4312664866,0.45638448,
0.3597355485,0.3553745151,0.3651530147,
0.4741305709,0.468631357,0.4805058241,
0.5476403832,0.5387266874,0.557988286,
0.4831575751,0.4712407291,0.496997714,
0.6192048788,0.6127026677,0.6264280081,
0.4809836447,0.4712558091,0.4923877418,
0.3912294507,0.3876867592,0.3951481283,
0.4656460285,0.4550437331,0.4779797792,
0.520953238,0.5135853887,0.5291967392,
0.4829848111,0.4764986634,0.4907592833,
0.5217542648,0.5160272121,0.5282629728,
0.4279547334,0.4207697213,0.4361618161,
0.5637173057,0.5537003875,0.5747904778,
0.4925464392,0.4828707874,0.5036626458,
0.4483297765,0.4416358173,0.4557947218,
0.4521493018,0.443896383,0.4612219334,
0.4836732447,0.4722621739,0.4966947436,
0.4325894713,0.4217171967,0.444536835,
0.4444432855,0.4386029243,0.4513434768,
0.479370147,0.4706987739,0.4889923036,
0.3766446412,0.3685352802,0.386300087,
0.4291127622,0.4191001952,0.4406704009,
0.4678341746,0.460057348,0.4765332341,
0.4511081874,0.4451298118,0.4576993585,
0.5676314831,0.5608806014,0.5751084089,
0.358931601,0.3571130335,0.3609970212,
0.451058656,0.4401739538,0.4634485543,
0.406468153,0.3967502117,0.418059051,
0.5328059196,0.5189433694,0.5492044687,
0.495229125,0.4860818386,0.5058481693,
0.5233088136,0.5128623843,0.5357390046,
0.588591814,0.5830006599,0.5954505801,
0.4216293991,0.4124494791,0.4321373403,
0.3774830401,0.3679410219,0.3887965679,
0.5257513523,0.5203126669,0.5316969156,
0.6920645237,0.6875477433,0.6976221204,
0.5591314435,0.5509490371,0.5680143833,
0.461593926,0.4539323449,0.4700908065,
0.4189417064,0.4128771722,0.4258319736,
0.4407320619,0.435449183,0.4465926588,
0.5943270922,0.5851868391,0.6048637629,
0.4548881352,0.4496354461,0.4615607858,
0.5418223739,0.5344157815,0.550577879,
0.4921168685,0.4854418337,0.4996598363,
0.4436301291,0.4301647842,0.45951882,
0.5788557529,0.564696908,0.595893681,
0.6335493922,0.6237581968,0.6454582214,
0.5389655828,0.5309044719,0.5481374264,
0.4538300633,0.4482104182,0.4599826336,
0.3398585618,0.3364258111,0.3436951935,
0.4295387566,0.417753756,0.4433734119,
0.4707034826,0.4687046707,0.47289446,
0.488358289,0.4794137776,0.4982383549,
0.5201301575,0.5105165839,0.531073153,
0.4353012741,0.4171266854,0.4568273723,
0.4157001972,0.4117197096,0.4199410975,
0.4612279236,0.4566958547,0.4663703442,
0.5973069072,0.5859912038,0.6096276641,
0.5195706487,0.5056522489,0.5361866355,
0.4380158186,0.4319555163,0.4453758597,
0.3577949405,0.3575435579,0.3580525517,
0.6654167771,0.6496113539,0.6835243106,
0.5901678801,0.5788006186,0.6029389501,
0.5640395284,0.5599466562,0.5683456659,
0.4309947491,0.420933634,0.443179667,
0.5671650171,0.5538689494,0.5821982622,
0.7504354715,0.7343304753,0.7684599757,
0.5634782314,0.5610252619,0.5664806962,
0.4801582098,0.4725632668,0.4890372753,
0.502407372,0.4943251312,0.5115354061,
0.4431172609,0.4361493587,0.4516099095,
0.5163442492,0.506428659,0.5278661847,
0.5143912435,0.505418241,0.5248491764,
0.5049850941,0.494966507,0.5164419413,
0.4163008034,0.4117125571,0.4213117063,
0.5583518147,0.5451399088,0.5743121505,
0.484249115,0.4782886505,0.4910320342,
0.463445574,0.4512994587,0.4776503742,
0.5679144263,0.5612841845,0.5757549405,
0.5017583966,0.5000793934,0.5035319924,
0.4551780224,0.4396150708,0.4735384583,
0.4837294221,0.4730805755,0.496039629,
0.7039020061,0.6985922456,0.7098103762,
0.4093015492,0.3998856544,0.4201534986,
0.4665986896,0.4563061893,0.4785342813,
0.4456212521,0.4391076565,0.4528558254,
0.5649589896,0.5550109148,0.5766782761,
0.5951522589,0.5925331116,0.5980152488,
0.4943225086,0.4882853329,0.5010628104,
0.5320016146,0.5245665312,0.5405626297,
0.4425222576,0.4296131432,0.4582206309,
0.4852278233,0.4763354063,0.4949300885,
0.5702520013,0.5618512034,0.5794169903,
0.4009690285,0.3922801912,0.4111565053,
0.4546180964,0.4423962533,0.4684715271,
0.4818243086,0.471952945,0.4933523834,
0.4854839146,0.4728844762,0.4999292493,
0.5165215731,0.5134818554,0.5197221637,
0.5131362081,0.5049638152,0.5225512981,
0.5757741928,0.572801888,0.5788632631,
0.5651137829,0.5562617779,0.5752351284,
0.4575180709,0.450199157,0.4658995867,
0.5658419132,0.5604081154,0.5717000961,
0.3690313995,0.3653913438,0.3731209338,
0.495971024,0.4837811589,0.509834528,
0.364030242,0.3521026373,0.3781661689,
0.4726474583,0.4635062516,0.482742548,
0.6233853698,0.6128948927,0.6352022886,
0.5239927173,0.5127372742,0.5367413759,
0.4694395065,0.4679709971,0.4709660113,
0.4510042071,0.4426675141,0.4613984227,
0.5695381165,0.5573769212,0.5835679173,
0.5081022978,0.5000959635,0.5174740553,
0.5543349385,0.5459965467,0.5635485649,
0.5205588341,0.5122570395,0.5303052664,
0.5756961703,0.566588521,0.5861591101,
0.5254076123,0.5204331279,0.5307018161,
0.5612577796,0.5518428683,0.5719624162,
0.4613465369,0.4536396265,0.4704315364,
0.4768076241,0.4693209827,0.4856214225,
0.4384965599,0.4301432371,0.4486489594,
0.4401342273,0.4373091161,0.4431856275,
0.4353674352,0.4288626015,0.4427497387,
0.45340693,0.4491449594,0.4583163559,
0.3866278529,0.3767881393,0.3984423876,
0.4437786341,0.4362722039,0.4525872767,
0.6061755419,0.5998473167,0.612825036,
0.4136589468,0.4071969986,0.4208255708,
0.4867764711,0.4788322449,0.4955322444,
0.5339122415,0.5257896781,0.5428976417,
0.6648679376,0.6575900316,0.672981739,
0.2812201977,0.2747601569,0.2886810601,
0.6395007372,0.6349023581,0.6448277831,
0.4841228724,0.4742677808,0.494972229,
0.4920025468,0.4797763228,0.5062240958,
0.4101423621,0.4008771181,0.421066314,
0.5006956458,0.4890607595,0.5140624642,
0.4730142951,0.4628036618,0.484774977,
0.6188513637,0.6055375338,0.6347634196,
0.5679043531,0.556930542,0.5810325742,
0.4634487033,0.4565585852,0.4714042246,
0.5038388968,0.5009335876,0.5071769953,
0.5530685186,0.5516212583,0.5545504093,
0.2528481483,0.2507978678,0.2550100684,
0.4389075637,0.4268506765,0.4533465505,
0.565906167,0.5547717214,0.5789045095,
0.5021992922,0.5021992922,0.5021992922,
0.5285721421,0.5193687081,0.5390465856,
0.4742156565,0.4655317366,0.4838542342,
0.557243526,0.5443869829,0.5726595521,
0.5137845874,0.5071917176,0.5214525461,
0.7135928869,0.7079339623,0.7216282487,
0.6493464112,0.6308324337,0.6706771255,
0.5285684466,0.5223827362,0.5354719758,
0.5270792842,0.5198351145,0.5350524783,
0.6500658989,0.6422129273,0.6588284969,
0.4581573308,0.4496204853,0.4680152237,
0.5870891809,0.5792303681,0.5958974957,
0.4689454436,0.4588439167,0.480902046,
0.4337837994,0.4282138348,0.4398022294,
0.5941340923,0.5848921537,0.6048082113,
0.5171402693,0.5084730387,0.5273377299,
0.5256751776,0.5146446228,0.5381108522,
0.488142699,0.4729758799,0.5061299801,
0.4844979346,0.4766919315,0.4936751425,
0.569200933,0.5660107732,0.5729030967,
0.5992311239,0.5884277821,0.6120861769,
0.5938746333,0.5835928321,0.606130898,
0.4174524844,0.411025852,0.4256208837,
0.4921613336,0.4775899649,0.508921206,
0.4679054916,0.4605228603,0.4761466086,
0.537656188,0.5286672115,0.5478721261,
0.6348653436,0.6265287399,0.6441662908,
0.4356589615,0.4259610474,0.4462374747,
0.4806348085,0.4730906487,0.4896101058,
0.5572239161,0.5473126769,0.5687382221,
0.6265666485,0.6151852608,0.639727354,
0.5778231621,0.5706207752,0.5863597989,
0.5269975066,0.5138553977,0.5420920849,
0.3788414299,0.3700117767,0.3886286318,
0.5185211897,0.5088729262,0.5295055509,
0.5888485312,0.5784478188,0.6011651158,
0.4805113077,0.4708973765,0.4918022752,
0.5336967707,0.5273846388,0.5407736301,
0.6154483557,0.5961155891,0.6381628513,
0.4054117799,0.3961257637,0.4160889983,
0.7281634212,0.7241336703,0.7324804664,
0.5777711868,0.5690709352,0.5875071287,
0.4861776233,0.473878026,0.5012048483,
0.5044190884,0.496012181,0.5138854384,
0.6278859973,0.6197292805,0.6373664737,
0.4889683723,0.4759074152,0.5044009089,
0.4327629507,0.4291171134,0.4366911352,
0.5349780917,0.5257484317,0.545147419,
0.5551444888,0.5495126247,0.5613615513,
0.4815544486,0.4759080112,0.4881120622,
0.5279989243,0.5145971775,0.5441130996,
0.3510380387,0.3427413404,0.3605363965,
0.5638762116,0.5562749505,0.5722104311,
0.4418993294,0.4321514964,0.453340888,
0.5380570292,0.522703588,0.5563723445,
0.5270840526,0.5270417333,0.5271263719,
0.6048210859,0.5959095955,0.6145430803,
0.5095645785,0.4962075949,0.5258536339,
0.4409450293,0.4299061,0.453523308,
0.471707195,0.4677352309,0.4764539301,
0.560865283,0.5591292381,0.5626949668,
0.4102217853,0.4018775821,0.4196799099,
0.4180628955,0.4082909226,0.4296995997,
0.4454857707,0.4383805394,0.4538357258,
0.3927752078,0.3917630017,0.3938133419,
0.4373961985,0.4218564928,0.4559131563,
0.4172211289,0.4116893709,0.4232765734,
0.4239282012,0.4165413678,0.4328145683,
0.4155732095,0.4042314589,0.4288695455,
0.5095109344,0.4982969761,0.5223835111,
0.6922091246,0.6855208874,0.7005419135,
0.5854719877,0.5787244439,0.5927556157,
0.6779373884,0.6788963079,0.6778478026,
0.4651792347,0.45506832,0.4765414596,
0.6002079248,0.5926282406,0.6085172892,
0.4414628744,0.4347734153,0.4489189088,
0.6769898534,0.6692265272,0.685531199,
0.5336661339,0.5297688246,0.5378654599,
0.4871282578,0.4771256745,0.4988347888,
0.5370200276,0.5287231207,0.5467292666,
0.5722390413,0.5636900067,0.5818434954,
0.6107048392,0.5994108915,0.6235046983,
0.6735050082,0.6705945134,0.6768817902,
0.5238799453,0.5163090825,0.5321102142,
0.5935193896,0.58024472,0.6090177298,
0.7643071413,0.7615664601,0.767282784,
0.4795384705,0.4684486091,0.4921509027,
0.5479096174,0.5278796554,0.5712001324,
0.3493104279,0.3453552723,0.3538670242,
0.6271035075,0.6178333163,0.6374871135,
0.4106894433,0.3989688456,0.4242310524,
0.4225687385,0.41163975,0.4354988039,
0.5723417401,0.5563509464,0.5912796855,
0.4642989039,0.4503219128,0.4804876745,
0.6521001458,0.6390092969,0.6677985787,
0.4613307416,0.4498441219,0.474680841,
0.5328648686,0.5253577232,0.5410063863,
0.4518972337,0.4373309314,0.4681185782,
0.4358970523,0.4253229201,0.4478432834,
0.4502680302,0.4399183393,0.4622395337,
0.3832404613,0.3734137416,0.3945097327,
0.5271685123,0.5182699561,0.5382858515,
0.4731407166,0.4634730816,0.4840270877,
0.6712707877,0.6599274874,0.6842465401,
0.5078240633,0.4960385561,0.5225216746,
0.5642550588,0.5557405353,0.5736656189,
0.485363692,0.4797773957,0.4918932617,
0.7300633192,0.7202171087,0.7405290604,
0.4575100541,0.4479482174,0.4687176347,
0.4953582287,0.4912126958,0.499892503,
0.5200487375,0.5079883933,0.5340296626,
0.5034165978,0.4910221696,0.5177792311,
0.5155426264,0.5070835352,0.5250416994,
0.5033272505,0.4949194491,0.5127053261,
0.5005608797,0.4927853644,0.5090851188,
0.5048595071,0.4900513589,0.5222330689,
0.399756372,0.3934386969,0.4067243636,
0.3398543,0.3394479454,0.3402680159,
0.5155780315,0.5078344345,0.5244621634,
0.5575228333,0.5497925282,0.5660850406,
0.4309556782,0.4223407507,0.4406114221,
0.5079721808,0.4998476505,0.5172497034,
0.5344467163,0.525488019,0.5444001555,
0.6314845681,0.6200863719,0.6446814537,
0.593357563,0.5899346471,0.597034812,
0.5815328956,0.569273293,0.5950902104,
0.5373174548,0.5312148929,0.5438097119,
0.489425987,0.4798957705,0.5005390048,
0.5210414529,0.5129942298,0.5300102234,
0.5287162066,0.5249986053,0.5327365398,
0.5060819983,0.5013076663,0.5116589069,
0.4495769739,0.4362485707,0.4652835131,
0.4733232558,0.4686984122,0.4783104062,
0.4668217301,0.460421294,0.4740604162,
0.4572530687,0.4530806541,0.4617981911,
0.4548953772,0.4471905231,0.4633327723,
0.3725477755,0.3631036878,0.3833782375,
0.5620134473,0.5493446589,0.5765223503,
0.5398995876,0.5329267979,0.5478447676,
0.5314044952,0.5269836783,0.5369423628,
0.5082435608,0.4994819164,0.5183384418,
0.445448339,0.4422650933,0.4489377141,
0.5187385678,0.5099256635,0.5288845301,
0.6509565711,0.6460306048,0.6561920047,
0.4188089371,0.4081091583,0.4308035672,
0.609348774,0.5960879326,0.6247173548,
0.4643156826,0.4585609138,0.4723580778,
0.6639131308,0.6498750448,0.6804302931,
0.4837823212,0.4780720174,0.4901761711,
0.404574573,0.3921659291,0.4190063477,
0.4948863685,0.4850910306,0.506270051,
0.4812118709,0.473295778,0.4900449514,
0.5430095196,0.5440347791,0.5420892239,
0.4568990469,0.4453862309,0.4704227448,
0.3888067007,0.3817922175,0.396335423,
0.4953526556,0.4888634384,0.5025181174,
0.5036404729,0.495293498,0.5130707026,
0.4722040892,0.462084502,0.4841022491,
0.6033492088,0.5951964855,0.6127784848,
0.4603171051,0.4420141578,0.4826981127,
0.4254710674,0.412305057,0.4410361052,
0.4459924996,0.4418297708,0.4506205022,
0.5938100219,0.5837914348,0.6049282551,
0.5202029943,0.5077047348,0.5346806645,
0.6881884933,0.6771096587,0.7001883388,
0.5493713021,0.540171504,0.5597423911,
0.4594829679,0.444299221,0.4773750603,
0.3236443698,0.3169012368,0.3313664794,
0.5363897085,0.5319172144,0.5411967039,
0.4898905456,0.4814886153,0.4995459914,
0.465449363,0.4562690854,0.4760257304,
0.5789597631,0.567830801,0.592159152,
0.5767075419,0.5687609315,0.5856137872,
0.5315796733,0.5278017521,0.5357064605,
0.4991075993,0.4937061369,0.5052083731,
0.6017028689,0.59180969,0.6126893163,
0.3994727135,0.3882902563,0.4123804867,
0.4491373599,0.4426869154,0.4563385546,
0.5144295096,0.5052845478,0.5247372389,
0.5191749334,0.5038223863,0.5368143916,
0.4390510023,0.4323039055,0.4469100833,
0.5104346871,0.4982911944,0.5245061517,
0.4889271855,0.4797592163,0.4999862313,
0.5355350375,0.51961869,0.5538685322,
0.5220369697,0.5131055117,0.5321186781,
0.5853020549,0.566419661,0.6063069701,
0.4540648758,0.4452818334,0.4640419781,
0.5256761909,0.5179168582,0.5351211429,
0.4764808416,0.4718739688,0.4816004336,
0.5858606696,0.5730751753,0.6008290052,
0.5219064355,0.517164886,0.5269683003,
0.6545203924,0.6436911225,0.6670535207,
0.4315505922,0.4242607653,0.4400628209,
0.4560976923,0.4488803148,0.4647745192,
0.7194578648,0.7074566483,0.7325303555,
0.4877428114,0.4777854085,0.4991560876,
0.4260897338,0.4197721481,0.4333205521,
0.5153728724,0.5053084493,0.5266629457,
0.5879400969,0.5712733269,0.6074241996,
0.5411837697,0.5323751569,0.5511273146,
0.48597157,0.4841332436,0.4883963764,
0.6453718543,0.6418708563,0.6492692828,
0.5257183909,0.5149848461,0.5385041833,
0.438691318,0.4274946749,0.4522914588,
0.5072138906,0.4996741414,0.5154162645,
0.4782609046,0.4681380391,0.4903620481,
0.6086557508,0.5926019549,0.6271483898,
0.4674378633,0.4595558643,0.476388216,
0.5936012864,0.5855973959,0.6031643748,
0.4722619355,0.4647013843,0.4809078872,
0.6563220024,0.6473756433,0.6669594646,
0.5230079889,0.5160303712,0.5308297873,
0.3825799525,0.3753965497,0.3907878995,
0.4281509817,0.4179321826,0.4399879575,
0.6249036193,0.6154871583,0.6353984475,
0.5186299086,0.5091727376,0.5293518901,
0.4966984093,0.4936833084,0.500014782,
0.4122486711,0.4065345824,0.418743372,
0.4770056009,0.4707908332,0.483923912,
0.5790584683,0.5647352338,0.5957671404,
0.3923037052,0.382646203,0.4033159614,
0.5249584317,0.5129575729,0.5388763547,
0.5111647248,0.5002910495,0.5233669281,
0.5231526494,0.514560461,0.5326359272,
0.4743478894,0.4573534727,0.4942439497,
0.4864684939,0.4683888555,0.5068674088,
0.451430887,0.4443310499,0.4593579471,
0.3799282312,0.3706935346,0.3904882669,
0.4447553456,0.434694171,0.4561696947,
0.510876894,0.4994311631,0.5235264301,
0.5989539623,0.5862538218,0.6142116189,
0.5061775446,0.4989968836,0.5143066645,
0.5269317031,0.5201908946,0.5346944928,
0.4401744008,0.4303487539,0.4516971409,
0.4468308985,0.4393652081,0.4550123215,
0.5022753477,0.4906602204,0.5153998137,
0.5953614712,0.588843286,0.6028180718,
0.5445154905,0.5414512753,0.5477098227,
0.5030247569,0.4999177754,0.5064054728,
0.4317937195,0.4207741022,0.4450628757,
0.5010232329,0.4864875972,0.5175426006,
0.570856452,0.5678754449,0.5747127533,
0.5411381125,0.5326821804,0.5507164598,
0.6362733245,0.6324341297,0.6404162049,
0.4577852786,0.4539825618,0.4625506103,
0.5409479737,0.5288702846,0.55435884,
0.500331223,0.4902870357,0.5120461583,
0.4929283261,0.4845099449,0.5022190809,
0.4488533735,0.4390488863,0.4605334699,
0.4916995466,0.4868519604,0.4970983267,
0.5143176317,0.5043413043,0.5254251361,
0.6422612071,0.6378317475,0.6475923061,
0.4951688647,0.4889843464,0.5019605756,
0.4913807511,0.4725045562,0.5137041807,
0.4376914799,0.4293831587,0.4473357797,
0.4933472276,0.4867665172,0.500849843,
0.4865955412,0.4729469419,0.5024982691,
0.7567610145,0.7460944653,0.7685825825,
0.5781673193,0.5718694925,0.585303843,
0.4695664048,0.463788569,0.4763988853,
0.5905559659,0.5734277368,0.6106196046,
0.5351085067,0.5296928287,0.541201055,
0.4456581771,0.4368264377,0.455658406,
0.418022126,0.4117870629,0.4250714481,
0.5178514719,0.5075392127,0.5300515294,
0.3983366489,0.3915960193,0.4058493674,
0.4752582312,0.4666557014,0.4845489264,
0.4698140919,0.4546451271,0.4890506268,
0.5152595639,0.5050861239,0.5277329087,
0.4158838391,0.4102529585,0.4224244654,
0.4708710313,0.461633563,0.4820188284,
0.4370369613,0.4290602207,0.4463931024,
