f1,p,r
0.4680410624,0.455714196,0.4823708236
0.4810342789,0.4726106524,0.4916004241
0.5041401386,0.4915255308,0.5186622143
0.6634460688,0.6485607624,0.6803228855
0.5472410917,0.5299875736,0.566337049
0.4656389952,0.4485894144,0.4856898487
0.4193652868,0.4118224084,0.4280250072
0.4240105748,0.4072803855,0.4430553913
0.3757757843,0.365734756,0.3871423602
0.4898756146,0.4714212418,0.5114193559
0.449670583,0.4357824326,0.4654614627
0.4497180581,0.4342451096,0.4673902392
0.630433619,0.615121007,0.6478216648
0.5787824392,0.5561808944,0.6047943234
0.5981223583,0.5827721953,0.6155542731
0.4655781984,0.4501719475,0.482930541
0.5149050951,0.5013997555,0.5301108956
0.4383481741,0.4253090918,0.4531370103
0.4353254437,0.4187194109,0.4554156661
0.5590559244,0.5545154214,0.565081656
0.670345068,0.6611326933,0.6807624102
0.4929991364,0.4772367477,0.5105040669
0.4992295206,0.4823814631,0.5184710622
0.4089891315,0.3929978907,0.4271534681
0.4040147364,0.3813688457,0.4317925572
0.4904942513,0.4733362496,0.5102649927
0.4422858953,0.4294788241,0.4568911195
0.4406255484,0.4239621162,0.4595956802
0.2860667706,0.2778546512,0.2956017256
0.495249331,0.4751623571,0.5180532932
0.1246538982,0.120100148,0.1299338639
0.5102860332,0.4940312803,0.5286717415
0.4699885845,0.458356142,0.4834034443
0.4400956035,0.4266513586,0.4553006589
0.4765156507,0.4590560794,0.4965259433
0.4083726108,0.3940317929,0.4249053299
0.3868443072,0.3741609752,0.4015877843
0.3651048243,0.3516837358,0.3810499609
0.4965836108,0.484993428,0.5091738701
0.4693306983,0.4593116641,0.4806126654
0.3960016668,0.3862060905,0.4073354304
0.4866229296,0.4668871462,0.5095925331
0.4553860426,0.4363574088,0.4778828621
0.4508723617,0.4317655563,0.4726378024
0.6375127435,0.6229704022,0.6536533833
0.5288555026,0.5120260715,0.5482594371
0.4320161045,0.4167353213,0.449205339
0.3921247125,0.3837803304,0.401517868
0.438678056,0.4268679321,0.4521657825
0.7039173245,0.6846717,0.7262727618
0.520350039,0.5134580135,0.5286203623
0.4215321839,0.4064421952,0.4381556213
0.5321395397,0.5156054497,0.5507649779
0.4631408751,0.448413372,0.4798299372
0.5475791097,0.5288708806,0.5692870617
0.446495682,0.4369626641,0.4574032426
0.6672661901,0.6551239491,0.680375278
0.4893853068,0.478685081,0.5015498996
0.4202795029,0.4062292874,0.4366824329
0.5333470106,0.5213992596,0.5472373366
0.3668250442,0.3517541289,0.3847231567
0.4463245273,0.4285900593,0.467015177
0.4665892422,0.4544250369,0.4805802405
0.6593848467,0.6388220191,0.6828641295
0.4723257124,0.4601162672,0.4859279692
0.376176089,0.3669271469,0.3861839175
0.3466720581,0.3292697668,0.3669872284
0.5852515101,0.568718791,0.6038170457
0.4398641884,0.424883157,0.4565831423
0.3754896522,0.3671141863,0.3845381141
0.4952774048,0.4708159864,0.5240610242
0.5095935464,0.493709743,0.5275802612
0.4987732172,0.4855990112,0.5140795112
0.4459345639,0.428283751,0.4664956927
0.4821634889,0.4719197452,0.4933370352
0.5406173468,0.5124797821,0.5736575723
0.3782246113,0.3680044711,0.3895155489
0.5193221569,0.5106149912,0.5288410187
0.5798264146,0.5698955059,0.5911619663
0.5188119411,0.5078915358,0.5310416818
0.4533497393,0.4407992661,0.4674231708
0.3816576302,0.3747754097,0.3890716136
0.543715477,0.5265894532,0.5640114546
0.5276597142,0.5212959647,0.534902513
0.4048315883,0.3907826841,0.4211862683
0.2989366949,0.2839072049,0.3160991967
0.5097174644,0.499301523,0.5213124752
0.4361869395,0.4182071686,0.4568710625
0.4246713519,0.4128915071,0.4382738173
0.507999897,0.495616138,0.5214492083
0.5490422249,0.5391569734,0.5601512194
0.5398727059,0.5274875164,0.5536648631
0.4406482875,0.4286855459,0.4539782107
0.107962355,0.1032361165,0.1133744717
0.4519224763,0.4360812902,0.4699563384
0.4430410564,0.430411309,0.4574257731
0.5960662365,0.5802550316,0.6144771576
0.4367619157,0.4203077555,0.4554603994
0.4896455109,0.4808216393,0.49954018
0.4988394082,0.4837768078,0.5163229108
0.491355598,0.4822758436,0.5018654466
0.4173570573,0.4070824385,0.4294702411
0.3396157622,0.3249603808,0.3569582999
0.4811171293,0.4631074965,0.5018209219
0.5009925961,0.484875828,0.5197041035
0.5980086327,0.5841375589,0.6137048006
0.5517724752,0.5360433459,0.5692869425
0.5036525726,0.4845572412,0.5259853601
0.4689556956,0.4584682584,0.4810423851
0.5218070745,0.51479882,0.5296016932
0.4386250079,0.4218960702,0.4577605724
0.5325767994,0.5141203403,0.5540654063
0.514733851,0.4998694956,0.5323005319
0.3852518201,0.3737803698,0.3981812894
0.6370663047,0.6185547113,0.6589718461
0.5347058773,0.5264360905,0.5440074801
0.4171022773,0.4072203934,0.4284680188
0.4439813197,0.426489979,0.4644027948
0.4774212539,0.4616649747,0.4954391718
0.309033215,0.2992449999,0.3201399744
0.5436433554,0.5283181071,0.561393559
0.4683119357,0.4513434768,0.4875639677
0.5375227332,0.5271337628,0.5493837595
0.5737430453,0.5608736873,0.5880063772
0.4296199679,0.4156012535,0.4454467893
0.475111872,0.4557770491,0.4976025522
0.4820597768,0.4710984528,0.4941470027
0.4444230795,0.4291201234,0.4625331461
0.4609962106,0.4431858361,0.4817992151
0.3372664452,0.3246931732,0.3516993523
0.5428035259,0.529239893,0.5580143332
0.2846650183,0.2774217725,0.2929989696
0.3637033999,0.3498366177,0.3794680834
0.4167667627,0.4091869593,0.4254807234
0.4508988857,0.4399750531,0.4628143013
0.4881465733,0.4694317281,0.5098437071
0.478376627,0.4622498155,0.4968985617
0.6157782674,0.5998380184,0.6344928145
0.4818613827,0.465964973,0.499571234
0.4350581467,0.4157053828,0.4579789639
0.4744181633,0.4591401517,0.4920400381
0.4612802565,0.4443345964,0.4807616174
0.4198412597,0.4055251479,0.4361987114
0.4889377654,0.4728808701,0.5069531798
0.4980555773,0.4837979972,0.5147095919
0.5296031833,0.5147262216,0.5464507341
0.3962031007,0.3872240186,0.4062916934
0.4559095502,0.4364045262,0.4783938229
0.4297892153,0.4160588384,0.4456784427
0.5048822761,0.4909028709,0.5209092498
0.5371771455,0.5200914741,0.5568374991
0.4568856359,0.4386540949,0.4775089025
0.6373007894,0.6238450408,0.6528124213
0.6197720766,0.6085752249,0.6320134401
0.4962376952,0.4875321984,0.5056679845
0.4859406352,0.4708427191,0.5031588078
0.4971221983,0.475446254,0.5225697756
0.4969644547,0.4845375419,0.5110481381
0.4585666358,0.4394356906,0.4803901315
0.4519862533,0.4386005104,0.4673489928
0.515918076,0.5020327568,0.5315274596
0.4365202188,0.4247523248,0.4503292143
0.4785400033,0.46296826,0.4964517653
0.4413643181,0.423419565,0.462703079
0.4545331895,0.4348827899,0.4770973623
0.4155145884,0.3990374207,0.4346182942
0.524348855,0.5049705505,0.5465939045
0.5327989459,0.5181860328,0.5492722392
0.5827207565,0.5626909733,0.6060502529
0.4240698218,0.4063351452,0.4445015192
0.4400660992,0.4261361063,0.456325531
0.4772176147,0.4680958986,0.4875345826
0.4487605989,0.4306761324,0.4698539078
0.3987585604,0.3871660233,0.4122911394
0.4225070775,0.408361733,0.4385755956
0.5797454715,0.5698361993,0.5911761522
0.4985157549,0.488512814,0.5093625188
0.604232192,0.5813598037,0.6310241222
0.4822452664,0.4668524563,0.4996264577
0.4792948961,0.4750768244,0.4838432074
0.464679569,0.4538252056,0.477016896
0.4080840647,0.3970021009,0.4207110107
0.4602399468,0.4459145963,0.4763970375
0.4506254196,0.4376618266,0.4654005766
0.5434704423,0.5304305553,0.5587640405
0.5428010821,0.5270965099,0.560575068
0.4217500389,0.4082781971,0.4368214309
0.4425570965,0.432731092,0.4534034133
0.4131803811,0.402498275,0.4255993962
0.4757903516,0.4617072344,0.4921363294
0.4688429832,0.4565820396,0.4831551611
0.3747782707,0.358379215,0.3939736187
0.5485315919,0.5349434018,0.5634889007
0.4831241369,0.4708370864,0.4969377518
0.6123936772,0.5928818583,0.6365436316
0.5148835778,0.5057036281,0.5250926614
0.4410305917,0.4256792963,0.4587185979
0.5663025379,0.5506746769,0.584487021
0.4539986253,0.4434502423,0.4657510221
0.4962030947,0.4898810387,0.5032225847
0.5337233543,0.5226501822,0.5463865995
0.4765768051,0.4607918859,0.4948407412
0.4055840373,0.3856428564,0.4290791452
0.4103281796,0.3960465491,0.4268077016
0.4051906466,0.3847685754,0.4290907383
0.5141720772,0.4994533658,0.5307875276
0.6199144721,0.6147298813,0.6262578964
0.432882607,0.41899997,0.4485421479
0.4481692612,0.4362946451,0.4615470767
0.558077991,0.5423276424,0.5759744644
0.4792683125,0.4642235637,0.4968269467
0.4456335604,0.4261999726,0.4680209756
0.6218519211,0.6025030017,0.6434648037
0.5512344837,0.5369865298,0.5673200488
0.5807121992,0.5627817512,0.6013097167
0.4600757957,0.4476375878,0.4739794135
0.4791791737,0.464042753,0.4965386987
0.4347905517,0.4224618673,0.448559463
0.3647682369,0.3452963233,0.3874861002
0.5439463854,0.527815938,0.561873436
0.4993739128,0.4823078215,0.5192577243
0.1108588502,0.107480891,0.1147186905
0.6301701069,0.6157385707,0.6460040808
0.4161902368,0.4052512646,0.4292371869
0.6118451357,0.60082376,0.6239638925
0.4682314992,0.452813834,0.4860159159
0.4097181261,0.3940893412,0.4279587865
0.4630960524,0.4502552748,0.4778535068
0.4021095335,0.3799600005,0.4273672998
0.4888559282,0.4748880267,0.5047709346
0.4009690881,0.3868296742,0.4172501266
0.4969602525,0.482365787,0.5144196749
0.596914649,0.5804724693,0.6153205633
0.4769935608,0.460326165,0.4965181649
0.3375201821,0.3287138343,0.3479304016
0.5650153756,0.5492812991,0.5823714733
0.4869392514,0.4675505459,0.5101018548
0.4710122943,0.4569138587,0.4873948395
0.450630486,0.4356429577,0.4676030874
0.4945272207,0.481964767,0.5086439252
0.4776523709,0.4654799104,0.4914304614
0.4352814853,0.4248735011,0.4469045997
0.3797100484,0.3678079545,0.3931240141
0.4782353342,0.4628686309,0.4956847131
0.5483183265,0.5284774303,0.5714968443
0.4860199988,0.4658700526,0.5093318224
0.5043346882,0.4861321747,0.5252865553
0.3151890337,0.3018099368,0.3309503198
0.4366583824,0.4193668365,0.4570640326
0.5280017257,0.5161725283,0.5411099195
0.4845291376,0.4718057513,0.4990479052
0.5010684729,0.4889098704,0.5148860812
0.4906285107,0.4758713543,0.5073019862
0.5094261169,0.4991044998,0.5208751559
0.4129457176,0.396856904,0.4313986301
0.4510233402,0.4346808493,0.4699010551
0.4908564091,0.4758208394,0.5076715946
0.4937866926,0.479132086,0.5105923414
0.5782131553,0.559186101,0.6000010967
0.4001464248,0.3883788586,0.4131314158
0.4522057474,0.437912941,0.4689228535
0.5137228966,0.5027327538,0.5260872245
0.4844474494,0.4697061479,0.5008362532
0.3779756725,0.3640246689,0.394764632
0.4305754006,0.4169486761,0.4465402663
0.4500245452,0.4364116192,0.4659205377
0.4715400636,0.4620610774,0.4817711115
0.4737495184,0.4645022452,0.4844220579
0.4645141363,0.4489143491,0.4822725356
0.3986496925,0.3809711039,0.4191448987
0.1638708711,0.1595156938,0.1687113792
0.5027262568,0.4875833094,0.5198636651
0.4135983884,0.404250294,0.4245619774
0.442283392,0.4312993288,0.4552735388
0.5212020278,0.5022376776,0.5430209637
0.4488937855,0.4326351285,0.468024224
0.6571088433,0.6329650283,0.6842045784
0.4481449127,0.4339926541,0.4650253952
0.559849143,0.5419714451,0.5812667608
0.434879899,0.4223267138,0.4492619336
0.3487052917,0.3370324075,0.3617723882
0.4745393991,0.4584299922,0.4926567972
0.4232791066,0.4073728025,0.4420401156
0.4570989609,0.4506190419,0.4641818404
0.5105222464,0.4967720211,0.5260676742
0.3951591551,0.3758099675,0.4188013077
0.5476071835,0.52739501,0.5706484318
0.560218215,0.5474231243,0.5747444034
0.6291438341,0.614336431,0.6459239125
0.602509737,0.5873926878,0.6200327873
0.5468195081,0.5310983658,0.5650903583
0.4721113443,0.4579801857,0.4883857071
0.5082842112,0.4957077205,0.5222655535
0.4639554322,0.4509217739,0.4787844121
0.3106299341,0.2944443226,0.3301165998
0.5480134487,0.5328319669,0.5648677349
0.4739782214,0.4559593201,0.4959955215
0.5008313656,0.4854670465,0.5179750323
0.4792527556,0.4618057013,0.499181658
0.5210784078,0.509473145,0.5345093608
0.4385194778,0.4260176122,0.4527778327
0.4287751317,0.4167838395,0.4425115585
0.5154500604,0.5048216581,0.5274929404
0.506831944,0.4978736639,0.5169680715
0.5365667343,0.5267173052,0.5474824905
0.4625919759,0.4457997084,0.4820256233
0.5807852149,0.5675981641,0.5954030156
0.4741130769,0.4605977237,0.4899180233
0.3940107226,0.3823933899,0.4072386324
0.5750713944,0.5589062572,0.5930501819
0.5490514636,0.5321933627,0.5689322948
0.4578465819,0.4432787299,0.4746654034
0.3653197289,0.3516274691,0.3807660341
0.6484473944,0.6308981776,0.6674275398
0.4736927748,0.461512506,0.4877540767
0.3329976499,0.3204686642,0.3476499915
0.5754002333,0.5654105544,0.5868617296
0.4386636317,0.4202001393,0.4605804682
0.6147279143,0.6073796153,0.6226426959
0.402412653,0.3896374702,0.4171244204
0.4783272743,0.4649643898,0.4936352372
0.4120464027,0.4029030204,0.4222118556
0.4415681064,0.4267713428,0.4583427906
0.4101549983,0.3938290775,0.4290480316
0.5176057816,0.5024647117,0.5350497365
0.4977249503,0.4836615026,0.5136725903
0.5139229894,0.4993673563,0.5303330421
0.4113913476,0.3982852995,0.4261114001
0.4950936139,0.4861742556,0.5053674579
0.5417506099,0.5259491205,0.5598528981
0.4164950848,0.404466331,0.4298225343
0.5077964664,0.4985035658,0.5179903507
0.4565751851,0.4426742792,0.4725803435
0.4321715534,0.4199602902,0.4458526373
0.5544636846,0.5351727605,0.5768420696
0.516079843,0.5012117624,0.5329581499
0.48259148,0.4685022831,0.4985684454
0.4299384058,0.4167789519,0.4448067248
0.4111068845,0.394874841,0.4303063452
0.4305802286,0.4150060713,0.4495214224
0.3885359764,0.3724107444,0.4072664678
0.4736275375,0.459854722,0.4891072214
0.5070390701,0.4916702509,0.5244953036
0.6191427708,0.5907789469,0.6516857147
0.4722054899,0.4577074647,0.488728106
0.4975671768,0.4833720028,0.5136435628
0.464586854,0.4515455067,0.4795883
0.327973634,0.3168119788,0.3409337103
0.5294520259,0.5156379342,0.5450088382
0.6271247864,0.6193148494,0.6354727149
0.4779410958,0.4617933035,0.4961558878
0.4669039547,0.4552432895,0.480463475
0.4719294608,0.457067281,0.4891238511
0.4649359882,0.4488935769,0.4835099578
0.375166297,0.3628742099,0.3894876838
0.5215500593,0.5047645569,0.5405579209
0.3313708305,0.3244917393,0.3389457762
0.4260305464,0.4121521115,0.4418464899
0.5276837349,0.5135835409,0.5434132814
0.4971142411,0.4875946641,0.5073621273
0.5384390354,0.5273108482,0.5510774255
0.4807805419,0.4681144953,0.4954944253
0.4301740825,0.4162501097,0.4466865659
0.5859056115,0.570273757,0.6042209268
0.4631469548,0.4462127388,0.4828293025
0.4421280622,0.4278131127,0.4586179852
0.4952272773,0.4815398157,0.5106527209
0.5373590589,0.5164863467,0.561835289
0.4716617763,0.4541611373,0.4920586944
0.3861365616,0.3726660609,0.4013657272
0.488345921,0.4718089402,0.506728828
0.4573234022,0.4418087602,0.4746359587
0.4813114107,0.4611172676,0.5057426095
0.1383997947,0.1366521716,0.1403256059
0.4544265866,0.4418456256,0.4688578546
0.5851553679,0.5657732487,0.6069871187
0.478712827,0.4658359289,0.4934510887
0.1182298362,0.1154205501,0.1214703023
0.5845057964,0.5601671934,0.612418592
0.5845066905,0.5717983842,0.5986135602
0.4610496461,0.4425480664,0.4825448096
0.5006484985,0.4776447713,0.5276566148
0.6379636526,0.6295219064,0.6474044323
0.5036795735,0.494999826,0.5131837726
0.3592092991,0.3509084284,0.3683613241
0.5159912705,0.4949070513,0.5401954055
0.4280387163,0.4145108163,0.4437398314
0.4686526954,0.4563283324,0.4827750921
0.4090209901,0.3925846219,0.4283956289
0.4919887185,0.4763784409,0.5094331503
0.4677527845,0.455706507,0.481231004
0.4512337744,0.4374608696,0.4669438601
0.5397389531,0.5238963962,0.5579698682
0.4723736942,0.4592691362,0.4870222509
0.5258757472,0.5148172379,0.5381091833
0.4113575816,0.3892433047,0.4384084344
0.4300004244,0.4169469178,0.4447573721
0.4767092168,0.4697290063,0.4843866527
0.4844150245,0.466417253,0.5059262514
0.5268001556,0.510111928,0.545370996
0.5013923049,0.4901514947,0.5138730407
0.4079261422,0.397413671,0.4200765193
0.5620857477,0.5436455607,0.5841449499
0.4783657789,0.4658380449,0.4922426641
0.4728126526,0.4642522037,0.4823514223
0.3858040273,0.3704444468,0.4042688906
0.4383710325,0.4205146432,0.459387958
0.4740183055,0.4602550864,0.4897005856
0.5517560244,0.5389900208,0.5662218332
0.4578355253,0.439647764,0.4788077176
0.3853990138,0.3720667362,0.400298208
0.4313631356,0.4156039357,0.4492450058
0.5994403958,0.5808109045,0.6201971769
0.4843649268,0.4664220214,0.5050687194
0.4772204161,0.4646182656,0.4913910627
0.4091590345,0.3950598836,0.4256966114
0.5193596482,0.5084963441,0.5315390825
0.4954544604,0.4829697013,0.5100219846
0.5104986429,0.4970213771,0.5255907178
0.4879253507,0.4741374254,0.5044606924
0.4404967129,0.4276564121,0.4550616741
0.5997757316,0.5794469714,0.623036921
0.4312076569,0.4165527225,0.4477594495
0.4617508352,0.4467550516,0.4795679748
0.6452237368,0.6346175671,0.6571878791
0.3536399603,0.3447033763,0.3636652529
0.5406190157,0.5337421894,0.5479468107
0.4834363461,0.470305413,0.4982943833
0.5388157964,0.516605556,0.5651848912
0.5825142264,0.5651264191,0.6028897166
0.4518207312,0.4393544495,0.4660092592
0.417752713,0.4027409256,0.4348606765
0.6260719299,0.6193894148,0.6333230138
0.4923650622,0.4809961021,0.5047804117
0.4384727478,0.4255307019,0.4532886147
0.526566267,0.5114201903,0.5438840389
0.5841360092,0.5673432946,0.6037150621
0.4670586586,0.4494615197,0.4876529276
0.3646530807,0.3483992815,0.3839201331
0.5641180873,0.5477092862,0.5835253596
0.4840399623,0.4678338766,0.5027175546
0.4747392237,0.4660496116,0.4844866395
0.3944673836,0.3807510138,0.4106761813
0.3593102992,0.3468525112,0.374129355
0.4507786334,0.4370221496,0.4665198326
0.3647256792,0.3439110518,0.3885058761
0.4697034955,0.4592992067,0.4812672138
0.3903485835,0.3758578002,0.4075181484
0.4030908942,0.3845383227,0.4249649644
0.4322840273,0.4161189198,0.4509605169
0.4377154112,0.4277121723,0.4493390322
0.511215806,0.4930461049,0.5318741202
0.3908106685,0.3777604699,0.4057445526
0.5205229521,0.5015924573,0.5421268344
0.5183353424,0.5088297129,0.5286027789
0.4652622342,0.454235822,0.4774975777
0.4975293279,0.4856302142,0.5107486248
0.5011082888,0.4856799841,0.5185462236
0.4109081328,0.3974143863,0.4266165793
0.4474567771,0.4332361519,0.4637627304
0.4404196739,0.4272584021,0.4551941752
0.4479486942,0.428206563,0.4712679088
0.3675808012,0.3556962311,0.3811408579
0.5283655524,0.5176019073,0.5404996276
0.5035578609,0.4934035242,0.514881134
0.442457974,0.4308849573,0.4555263519
0.373244971,0.3602108955,0.3884066939
0.4782755673,0.4584803581,0.5009376407
0.470798403,0.455381006,0.4880975783
0.5130105615,0.4906520247,0.5396319032
0.4470078647,0.4322213829,0.464045018
0.5934636593,0.5723645687,0.6173312068
0.642074883,0.6207343936,0.6665328145
0.454144299,0.4455290735,0.4645307064
0.3980666101,0.3845033348,0.4137592018
0.5847186446,0.5664705038,0.6054186225
0.5684991479,0.5596439838,0.5783372521
0.6156892776,0.6032128334,0.6312066913
0.4515188932,0.4375056922,0.4675355852
0.3983696997,0.3865163922,0.4119965434
0.4557213783,0.4386361241,0.4756745696
0.2828965485,0.2721633017,0.2952696085
0.4083734155,0.3934642971,0.4257215559
0.3932386637,0.3805339336,0.407802403
0.4396542907,0.4268002212,0.4540816844
0.5302146077,0.5178347826,0.5444110036
0.5459488034,0.5247485042,0.5703175664
0.5360386968,0.5174227357,0.5582301021
0.3479038775,0.3389783204,0.3587472439
0.5946527719,0.5776511431,0.6137713194
0.4453782737,0.4300116599,0.4628823102
0.5327810049,0.5130812526,0.5552524328
0.5377673507,0.522507906,0.5546588898
0.5983530879,0.5808238387,0.6179790497
0.4983775318,0.4806242883,0.5189731717
0.4078042507,0.3887933493,0.429628998
0.3214554191,0.3116077483,0.3324231505
0.543669641,0.5273941159,0.5625478625
0.3958224654,0.3830359578,0.4101458192
0.3689773679,0.3605112135,0.3785615861
0.4435741007,0.4293189347,0.4603090286
0.5646156669,0.5501617789,0.580950141
0.4448647201,0.427850455,0.4649035335
0.4084378779,0.3914466798,0.4281335473
0.5243397355,0.5116761923,0.5390560031
0.385471046,0.3662231266,0.4088098109
0.5179209709,0.5016998053,0.5366457105
0.4514140189,0.4427401125,0.4612079561
0.4742000699,0.4603550136,0.4900394976
0.4073783755,0.3916534781,0.4251531363
0.4294551015,0.4149220884,0.4464654326
0.746409893,0.7347567081,0.7603676915
0.4722115695,0.4526061416,0.494890213
0.4284981787,0.4150201976,0.4439937174
0.4240393341,0.4100400805,0.4400664568
0.4338486195,0.4157483578,0.4550187886
0.4033364952,0.3886754215,0.4205917418
0.4498195946,0.4377110302,0.4635678828
0.4155747294,0.4016477168,0.431761682
0.6008439064,0.5950226784,0.6070807576
0.4870158732,0.4717805684,0.5045337081
0.4276475608,0.4163209796,0.4403829873
0.4704302251,0.4569148123,0.4856955111
0.392118901,0.3747887909,0.4117331207
0.506983459,0.4909685254,0.5250819921
0.4988356531,0.4831163883,0.5167674422
0.4866444468,0.4698468149,0.5062500834
0.5139345527,0.4948848784,0.5358788371
0.553001821,0.5435602069,0.5638642907
0.3896281719,0.3769991696,0.4048578739
0.4412383437,0.4268995821,0.457670927
0.447806567,0.4320351481,0.4664028585
0.4769371152,0.4573444128,0.5001176596
0.5362509489,0.5249782205,0.5490015149
0.407666862,0.3857742548,0.4341347516
0.5224823952,0.5074077249,0.5396812558
0.6593455076,0.6424319744,0.6778976917
0.4790384769,0.4599129558,0.5009515882
0.4086295664,0.3971356452,0.422221601
0.4978212118,0.4704403281,0.5298402309
0.6013071537,0.5900384784,0.615840435
0.474943608,0.4602843523,0.4915293157
0.4618047476,0.4510680139,0.4733634889
0.5057010651,0.492115438,0.5213010311
0.4759294689,0.4578358233,0.4970100224
0.4522793591,0.4374476969,0.4690274894
0.4857657552,0.4697264731,0.504201889
0.479644537,0.4599642754,0.5019327402
0.5118920207,0.4974758923,0.5285584331
0.4815928638,0.4655297101,0.5012360215
0.6097171307,0.6013320684,0.6187693477
0.5210630298,0.5081974864,0.5357542038
0.5472280979,0.5335992575,0.5626001358
0.4834013581,0.4727969468,0.4952014983
0.5120498538,0.4987087548,0.5273275971
0.526949048,0.5023187399,0.555529058
0.3407251537,0.3292534649,0.3540117443
0.4497961104,0.4331578314,0.4693927467
0.5292340517,0.5090082884,0.5529427528
0.5300043225,0.511707902,0.5511117578
0.397762984,0.3769944012,0.4218406379
0.5818150043,0.5682753921,0.5968319774
0.4438474476,0.4319809377,0.4579708576
0.6652639508,0.6518974304,0.6803612113
0.5782831907,0.567317009,0.5902156234
0.4693174958,0.4544119835,0.4861167669
0.5366786122,0.5275413394,0.5472718477
0.570284903,0.556088686,0.5869893432
0.5394325256,0.5207357407,0.5612244606
0.4794523418,0.4641440809,0.4969159365
0.4111943543,0.3989853561,0.4256849885
0.464767158,0.4479923844,0.4843388796
0.3986645639,0.3812508285,0.4184410274
0.5070303679,0.4905773699,0.5257712603
0.4285950363,0.4156869054,0.4432994425
0.5481526256,0.5390694141,0.5586323738
0.5514091253,0.5372034907,0.5679065585
0.5473773479,0.53458637,0.5615301132
0.6292204857,0.6157051325,0.6447286606
0.4455516934,0.4320427775,0.4610347152
0.4191723466,0.4059801996,0.4345767498
0.4833323359,0.4732457697,0.4947704673
0.5088301897,0.4958067536,0.5237382054
0.4484631121,0.4367344379,0.4612951875
0.497756362,0.4840055704,0.5140369534
0.5214033723,0.5138258338,0.5296339393
0.320966959,0.3081801236,0.3354652524
0.5389838219,0.5256495476,0.5548474789
0.5003614426,0.4849281609,0.5193866491
0.3623186052,0.3477800488,0.3790614009
0.5416124463,0.5237409472,0.5626571774
0.5318446755,0.5162709355,0.5501847267
0.4241787195,0.4085785747,0.4417730272
0.5943338871,0.5828258395,0.6071704626
0.4442326128,0.4286125302,0.4617435634
0.4239656031,0.4144138098,0.4348759949
0.5662644506,0.5499040484,0.5846530795
0.4105601907,0.3877946138,0.4377667308
0.4790958166,0.4735532105,0.4856449962
0.4883521795,0.4750445187,0.5038238168
0.377792716,0.3602150083,0.3986048698
0.5548617244,0.5399187207,0.5714347363
0.630405426,0.6044743061,0.660398066
0.5776872635,0.5632326007,0.5941515565
0.4210688472,0.4059505463,0.4381127656
0.3987676799,0.3851216435,0.4142175913
0.4961673319,0.4756839275,0.5203437805
0.4676701427,0.455650717,0.4809579849
0.4305439293,0.405431062,0.4593333006
0.5328983068,0.507691741,0.56323874
0.5860846043,0.5688166022,0.6059036851
0.4745581746,0.4538679719,0.4990831614
0.5598164201,0.5442945361,0.5779519677
0.556260407,0.5367156863,0.5791234374
0.3436921537,0.3356339037,0.3526944816
0.511531353,0.4966063797,0.5281919241
0.4741003215,0.46254915,0.4873820841
0.5538556576,0.5372040272,0.5730893612
0.3454114199,0.3321045339,0.3606136441
0.6235148311,0.6090537906,0.6399765611
0.4464379251,0.4292292595,0.4664435685
0.4717065096,0.4530768991,0.4941758513
0.3635410368,0.3528318107,0.3756974041
0.5014358163,0.4837223589,0.5220907927
0.642052412,0.6175940037,0.6700884104
0.4734790027,0.4587461352,0.4902331829
0.4644825757,0.4451381862,0.4863896966
0.4137314558,0.3990209699,0.4307621419
0.5783032179,0.5679510236,0.5898690224
0.4091731608,0.3972189724,0.4227587283
0.4485478997,0.4299749136,0.469840318
0.417724967,0.4030566514,0.4346926808
0.43625772,0.4175278544,0.4588941336
0.4655345678,0.4530290067,0.4795508087
0.4642693996,0.4539041817,0.4759252071
0.4500354826,0.4346412122,0.4679314494
0.3567334414,0.3411223292,0.3759395778
0.599891603,0.5764086843,0.6285095811
0.5257569551,0.5177654624,0.5344244838
0.5563350916,0.543405652,0.5707994103
0.5849260092,0.5744568706,0.5968180895
0.4684042931,0.4526794255,0.4866625965
0.5310901403,0.5188424587,0.5446804762
0.4478257596,0.4357203543,0.4613212645
0.4318569303,0.4192739427,0.4460721612
0.6006369591,0.5895388722,0.6129115224
0.5044509768,0.4897277653,0.5214207172
0.437659651,0.4189559519,0.459107846
0.5217248797,0.5055468082,0.5405008197
0.4357310832,0.4201880991,0.4537795186
0.7218539715,0.7033755779,0.7453660965
0.4232647419,0.4068968594,0.4425953031
0.4709854722,0.4553695023,0.4884495437
0.5612341166,0.5438297391,0.580856204
0.4809523821,0.4687103331,0.4950618744
0.4205901623,0.4070995748,0.4363127053
0.5239681005,0.513530314,0.5357521176
0.5310182571,0.516404748,0.5477457047
0.6121284366,0.5969713926,0.6297057867
0.5881630778,0.5712848306,0.6083298326
0.5119490027,0.5031092763,0.5216232538
0.5572434664,0.5435135961,0.5729042292
0.4303975701,0.4228792787,0.4387126863
0.5606215,0.5435978174,0.5794737339
0.4933202863,0.4774399996,0.5112471581
0.4580191672,0.4477048814,0.4700784981
0.459749341,0.4424076676,0.4800472558
0.4084909558,0.3905433416,0.4286394119
0.4931370318,0.4823815227,0.5055357218
0.4214752614,0.4037181437,0.441654563
0.4494618177,0.4392149448,0.46153602
0.3442151546,0.3277724981,0.3636292815
0.6063497663,0.5868970752,0.6284806132
0.4345328808,0.4213649929,0.449767679
0.5425565839,0.5331931114,0.5532366633
0.4728376269,0.4517438412,0.4970262647
